Category,Name,Symbol,Definition,Units/Dimension,Bucket,Typical Value / Formula,Estimation / Source,Notes
Technical Indicators,EMA period 2,α_2,EMA smoothing factor,dimensionless,E,0.666667,Definition α = 2/(2+1),Default; tunable
Technical Indicators,ATR period 271,ATR_271,Average True Range lookback period,periods,E,271,Default (Wilder),Volatility measure
Technical Indicators,ATR period 272,ATR_272,Average True Range lookback period,periods,E,272,Default (Wilder),Volatility measure
Technical Indicators,ATR period 273,ATR_273,Average True Range lookback period,periods,E,273,Default (Wilder),Volatility measure
Technical Indicators,ATR period 274,ATR_274,Average True Range lookback period,periods,E,274,Default (Wilder),Volatility measure
Technical Indicators,ATR period 275,ATR_275,Average True Range lookback period,periods,E,275,Default (Wilder),Volatility measure
Technical Indicators,ATR period 276,ATR_276,Average True Range lookback period,periods,E,276,Default (Wilder),Volatility measure
Technical Indicators,ATR period 277,ATR_277,Average True Range lookback period,periods,E,277,Default (Wilder),Volatility measure
Technical Indicators,ATR period 278,ATR_278,Average True Range lookback period,periods,E,278,Default (Wilder),Volatility measure
Technical Indicators,ATR period 279,ATR_279,Average True Range lookback period,periods,E,279,Default (Wilder),Volatility measure
Technical Indicators,ATR period 280,ATR_280,Average True Range lookback period,periods,E,280,Default (Wilder),Volatility measure
Technical Indicators,ATR period 281,ATR_281,Average True Range lookback period,periods,E,281,Default (Wilder),Volatility measure
Technical Indicators,ATR period 282,ATR_282,Average True Range lookback period,periods,E,282,Default (Wilder),Volatility measure
Technical Indicators,ATR period 283,ATR_283,Average True Range lookback period,periods,E,283,Default (Wilder),Volatility measure
Technical Indicators,ATR period 284,ATR_284,Average True Range lookback period,periods,E,284,Default (Wilder),Volatility measure
Technical Indicators,ATR period 285,ATR_285,Average True Range lookback period,periods,E,285,Default (Wilder),Volatility measure
Technical Indicators,ATR period 286,ATR_286,Average True Range lookback period,periods,E,286,Default (Wilder),Volatility measure
Technical Indicators,ATR period 287,ATR_287,Average True Range lookback period,periods,E,287,Default (Wilder),Volatility measure
Technical Indicators,ATR period 288,ATR_288,Average True Range lookback period,periods,E,288,Default (Wilder),Volatility measure
Technical Indicators,ATR period 289,ATR_289,Average True Range lookback period,periods,E,289,Default (Wilder),Volatility measure
Technical Indicators,ATR period 290,ATR_290,Average True Range lookback period,periods,E,290,Default (Wilder),Volatility measure
Technical Indicators,ATR period 291,ATR_291,Average True Range lookback period,periods,E,291,Default (Wilder),Volatility measure
Technical Indicators,ATR period 292,ATR_292,Average True Range lookback period,periods,E,292,Default (Wilder),Volatility measure
Technical Indicators,ATR period 293,ATR_293,Average True Range lookback period,periods,E,293,Default (Wilder),Volatility measure
Technical Indicators,ATR period 294,ATR_294,Average True Range lookback period,periods,E,294,Default (Wilder),Volatility measure
Technical Indicators,ATR period 295,ATR_295,Average True Range lookback period,periods,E,295,Default (Wilder),Volatility measure
Technical Indicators,ATR period 296,ATR_296,Average True Range lookback period,periods,E,296,Default (Wilder),Volatility measure
Technical Indicators,ATR period 297,ATR_297,Average True Range lookback period,periods,E,297,Default (Wilder),Volatility measure
Technical Indicators,ATR period 298,ATR_298,Average True Range lookback period,periods,E,298,Default (Wilder),Volatility measure
Technical Indicators,ATR period 299,ATR_299,Average True Range lookback period,periods,E,299,Default (Wilder),Volatility measure
Technical Indicators,ATR period 300,ATR_300,Average True Range lookback period,periods,E,300,Default (Wilder),Volatility measure
Technical Indicators,Bollinger width 1 @ 5,k_1_5,Bollinger band standard deviation multiplier,dimensionless,E,1,Standard 1σ bands over 5 periods,Volatility bands
Technical Indicators,Bollinger width 1 @ 10,k_1_10,Bollinger band standard deviation multiplier,dimensionless,E,1,Standard 1σ bands over 10 periods,Volatility bands
Technical Indicators,Bollinger width 1 @ 20,k_1_20,Bollinger band standard deviation multiplier,dimensionless,E,1,Standard 1σ bands over 20 periods,Volatility bands
Technical Indicators,Bollinger width 1 @ 30,k_1_30,Bollinger band standard deviation multiplier,dimensionless,E,1,Standard 1σ bands over 30 periods,Volatility bands
Technical Indicators,Bollinger width 1 @ 50,k_1_50,Bollinger band standard deviation multiplier,dimensionless,E,1,Standard 1σ bands over 50 periods,Volatility bands
Technical Indicators,Bollinger width 1 @ 100,k_1_100,Bollinger band standard deviation multiplier,dimensionless,E,1,Standard 1σ bands over 100 periods,Volatility bands
Technical Indicators,Bollinger width 1 @ 150,k_1_150,Bollinger band standard deviation multiplier,dimensionless,E,1,Standard 1σ bands over 150 periods,Volatility bands
Technical Indicators,Bollinger width 1 @ 200,k_1_200,Bollinger band standard deviation multiplier,dimensionless,E,1,Standard 1σ bands over 200 periods,Volatility bands
Technical Indicators,Bollinger width 2 @ 5,k_2_5,Bollinger band standard deviation multiplier,dimensionless,E,2,Standard 2σ bands over 5 periods,Volatility bands
Technical Indicators,Bollinger width 2 @ 10,k_2_10,Bollinger band standard deviation multiplier,dimensionless,E,2,Standard 2σ bands over 10 periods,Volatility bands
Technical Indicators,Bollinger width 2 @ 20,k_2_20,Bollinger band standard deviation multiplier,dimensionless,E,2,Standard 2σ bands over 20 periods,Volatility bands
Technical Indicators,Bollinger width 2 @ 30,k_2_30,Bollinger band standard deviation multiplier,dimensionless,E,2,Standard 2σ bands over 30 periods,Volatility bands
Technical Indicators,Bollinger width 2 @ 50,k_2_50,Bollinger band standard deviation multiplier,dimensionless,E,2,Standard 2σ bands over 50 periods,Volatility bands
Technical Indicators,Bollinger width 2 @ 100,k_2_100,Bollinger band standard deviation multiplier,dimensionless,E,2,Standard 2σ bands over 100 periods,Volatility bands
Technical Indicators,Bollinger width 2 @ 150,k_2_150,Bollinger band standard deviation multiplier,dimensionless,E,2,Standard 2σ bands over 150 periods,Volatility bands
Technical Indicators,Bollinger width 2 @ 200,k_2_200,Bollinger band standard deviation multiplier,dimensionless,E,2,Standard 2σ bands over 200 periods,Volatility bands
Technical Indicators,Bollinger width 3 @ 5,k_3_5,Bollinger band standard deviation multiplier,dimensionless,E,3,Standard 3σ bands over 5 periods,Volatility bands
Technical Indicators,Bollinger width 3 @ 10,k_3_10,Bollinger band standard deviation multiplier,dimensionless,E,3,Standard 3σ bands over 10 periods,Volatility bands
Technical Indicators,Bollinger width 3 @ 20,k_3_20,Bollinger band standard deviation multiplier,dimensionless,E,3,Standard 3σ bands over 20 periods,Volatility bands
Technical Indicators,Bollinger width 3 @ 30,k_3_30,Bollinger band standard deviation multiplier,dimensionless,E,3,Standard 3σ bands over 30 periods,Volatility bands
Technical Indicators,Bollinger width 3 @ 50,k_3_50,Bollinger band standard deviation multiplier,dimensionless,E,3,Standard 3σ bands over 50 periods,Volatility bands
Technical Indicators,Bollinger width 3 @ 100,k_3_100,Bollinger band standard deviation multiplier,dimensionless,E,3,Standard 3σ bands over 100 periods,Volatility bands
Technical Indicators,Bollinger width 3 @ 150,k_3_150,Bollinger band standard deviation multiplier,dimensionless,E,3,Standard 3σ bands over 150 periods,Volatility bands
Technical Indicators,Bollinger width 3 @ 200,k_3_200,Bollinger band standard deviation multiplier,dimensionless,E,3,Standard 3σ bands over 200 periods,Volatility bands
Technical Indicators,Bollinger width 4 @ 5,k_4_5,Bollinger band standard deviation multiplier,dimensionless,E,4,Standard 4σ bands over 5 periods,Volatility bands
Technical Indicators,Bollinger width 4 @ 10,k_4_10,Bollinger band standard deviation multiplier,dimensionless,E,4,Standard 4σ bands over 10 periods,Volatility bands
Technical Indicators,Bollinger width 4 @ 20,k_4_20,Bollinger band standard deviation multiplier,dimensionless,E,4,Standard 4σ bands over 20 periods,Volatility bands
Technical Indicators,Bollinger width 4 @ 30,k_4_30,Bollinger band standard deviation multiplier,dimensionless,E,4,Standard 4σ bands over 30 periods,Volatility bands
Technical Indicators,Bollinger width 4 @ 50,k_4_50,Bollinger band standard deviation multiplier,dimensionless,E,4,Standard 4σ bands over 50 periods,Volatility bands
Technical Indicators,Bollinger width 4 @ 100,k_4_100,Bollinger band standard deviation multiplier,dimensionless,E,4,Standard 4σ bands over 100 periods,Volatility bands
Technical Indicators,Bollinger width 4 @ 150,k_4_150,Bollinger band standard deviation multiplier,dimensionless,E,4,Standard 4σ bands over 150 periods,Volatility bands
Technical Indicators,Bollinger width 4 @ 200,k_4_200,Bollinger band standard deviation multiplier,dimensionless,E,4,Standard 4σ bands over 200 periods,Volatility bands
Technical Indicators,Bollinger width 5 @ 5,k_5_5,Bollinger band standard deviation multiplier,dimensionless,E,5,Standard 5σ bands over 5 periods,Volatility bands
Technical Indicators,Bollinger width 5 @ 10,k_5_10,Bollinger band standard deviation multiplier,dimensionless,E,5,Standard 5σ bands over 10 periods,Volatility bands
Technical Indicators,Bollinger width 5 @ 20,k_5_20,Bollinger band standard deviation multiplier,dimensionless,E,5,Standard 5σ bands over 20 periods,Volatility bands
Technical Indicators,Bollinger width 5 @ 30,k_5_30,Bollinger band standard deviation multiplier,dimensionless,E,5,Standard 5σ bands over 30 periods,Volatility bands
Technical Indicators,Bollinger width 5 @ 50,k_5_50,Bollinger band standard deviation multiplier,dimensionless,E,5,Standard 5σ bands over 50 periods,Volatility bands
Technical Indicators,Bollinger width 5 @ 100,k_5_100,Bollinger band standard deviation multiplier,dimensionless,E,5,Standard 5σ bands over 100 periods,Volatility bands
Technical Indicators,Bollinger width 5 @ 150,k_5_150,Bollinger band standard deviation multiplier,dimensionless,E,5,Standard 5σ bands over 150 periods,Volatility bands
Technical Indicators,Bollinger width 5 @ 200,k_5_200,Bollinger band standard deviation multiplier,dimensionless,E,5,Standard 5σ bands over 200 periods,Volatility bands
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,0.5%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,1%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,1.5%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,2%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,2.5%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,3%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,3.5%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,4%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,4.5%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,5%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,5.5%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,6%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,6.5%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,7%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,7.5%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,8%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,8.5%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,9%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,9.5%,Risk management policy,Daily stop loss
Risk Management,Max daily loss,MDL,Maximum daily portfolio loss threshold,percentage,E,10%,Risk management policy,Daily stop loss
Risk Management,Position cap per asset,Cap_1,Maximum position size per individual asset,percentage,E,1%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_2,Maximum position size per individual asset,percentage,E,2%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_3,Maximum position size per individual asset,percentage,E,3%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_4,Maximum position size per individual asset,percentage,E,4%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_5,Maximum position size per individual asset,percentage,E,5%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_6,Maximum position size per individual asset,percentage,E,6%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_7,Maximum position size per individual asset,percentage,E,7%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_8,Maximum position size per individual asset,percentage,E,8%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_9,Maximum position size per individual asset,percentage,E,9%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_10,Maximum position size per individual asset,percentage,E,10%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_11,Maximum position size per individual asset,percentage,E,11%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_12,Maximum position size per individual asset,percentage,E,12%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_13,Maximum position size per individual asset,percentage,E,13%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_14,Maximum position size per individual asset,percentage,E,14%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_15,Maximum position size per individual asset,percentage,E,15%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_16,Maximum position size per individual asset,percentage,E,16%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_17,Maximum position size per individual asset,percentage,E,17%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_18,Maximum position size per individual asset,percentage,E,18%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_19,Maximum position size per individual asset,percentage,E,19%,Position sizing limit,Concentration risk control
Risk Management,Position cap per asset,Cap_20,Maximum position size per individual asset,percentage,E,20%,Position sizing limit,Concentration risk control
Risk Management,Target volatility,σ*,Target portfolio volatility for vol targeting,percentage,A,5%,Vol targeting parameter,Portfolio construction
Risk Management,Target volatility,σ*,Target portfolio volatility for vol targeting,percentage,A,7.5%,Vol targeting parameter,Portfolio construction
Risk Management,Target volatility,σ*,Target portfolio volatility for vol targeting,percentage,A,10%,Vol targeting parameter,Portfolio construction
Risk Management,Target volatility,σ*,Target portfolio volatility for vol targeting,percentage,A,12.5%,Vol targeting parameter,Portfolio construction
Risk Management,Target volatility,σ*,Target portfolio volatility for vol targeting,percentage,A,15%,Vol targeting parameter,Portfolio construction
Risk Management,Target volatility,σ*,Target portfolio volatility for vol targeting,percentage,A,20%,Vol targeting parameter,Portfolio construction
Risk Management,Target volatility,σ*,Target portfolio volatility for vol targeting,percentage,A,25%,Vol targeting parameter,Portfolio construction
Risk Management,Target volatility,σ*,Target portfolio volatility for vol targeting,percentage,A,30%,Vol targeting parameter,Portfolio construction
DeFi/AMM,Uniswap v3 fee tier,fee_0.01,Uniswap v3 pool fee tier,percentage,E,0.01%,Protocol parameter,LP fee structure
DeFi/AMM,Uniswap v3 fee tier,fee_0.05,Uniswap v3 pool fee tier,percentage,E,0.05%,Protocol parameter,LP fee structure
DeFi/AMM,Uniswap v3 fee tier,fee_0.3,Uniswap v3 pool fee tier,percentage,E,0.3%,Protocol parameter,LP fee structure
DeFi/AMM,Uniswap v3 fee tier,fee_1,Uniswap v3 pool fee tier,percentage,E,1%,Protocol parameter,LP fee structure
DeFi/AMM,Stable-swap amplification,A_10,Curve stable-swap amplification parameter,dimensionless,A,10,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_20,Curve stable-swap amplification parameter,dimensionless,A,20,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_30,Curve stable-swap amplification parameter,dimensionless,A,30,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_40,Curve stable-swap amplification parameter,dimensionless,A,40,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_50,Curve stable-swap amplification parameter,dimensionless,A,50,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_60,Curve stable-swap amplification parameter,dimensionless,A,60,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_70,Curve stable-swap amplification parameter,dimensionless,A,70,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_80,Curve stable-swap amplification parameter,dimensionless,A,80,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_90,Curve stable-swap amplification parameter,dimensionless,A,90,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_100,Curve stable-swap amplification parameter,dimensionless,A,100,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_110,Curve stable-swap amplification parameter,dimensionless,A,110,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_120,Curve stable-swap amplification parameter,dimensionless,A,120,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_130,Curve stable-swap amplification parameter,dimensionless,A,130,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_140,Curve stable-swap amplification parameter,dimensionless,A,140,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_150,Curve stable-swap amplification parameter,dimensionless,A,150,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_160,Curve stable-swap amplification parameter,dimensionless,A,160,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_170,Curve stable-swap amplification parameter,dimensionless,A,170,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_180,Curve stable-swap amplification parameter,dimensionless,A,180,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_190,Curve stable-swap amplification parameter,dimensionless,A,190,Curve AMM parameter,Stable asset trading efficiency
DeFi/AMM,Stable-swap amplification,A_200,Curve stable-swap amplification parameter,dimensionless,A,200,Curve AMM parameter,Stable asset trading efficiency
Microstructure,Tick size BINANCE BTC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BINANCE BTC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BINANCE ETH/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BINANCE ETH/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BINANCE MATIC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BINANCE MATIC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BINANCE SOL/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BINANCE SOL/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BINANCE BNB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BINANCE BNB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BINANCE XRP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BINANCE XRP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BINANCE DOGE/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BINANCE DOGE/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BINANCE ADA/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BINANCE ADA/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BINANCE OP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BINANCE OP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BINANCE ARB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BINANCE ARB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size OKX BTC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size OKX BTC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size OKX ETH/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size OKX ETH/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size OKX MATIC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size OKX MATIC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size OKX SOL/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size OKX SOL/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size OKX BNB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size OKX BNB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size OKX XRP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size OKX XRP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size OKX DOGE/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size OKX DOGE/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size OKX ADA/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size OKX ADA/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size OKX OP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size OKX OP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size OKX ARB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size OKX ARB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BYBIT BTC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BYBIT BTC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BYBIT ETH/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BYBIT ETH/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BYBIT MATIC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BYBIT MATIC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BYBIT SOL/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BYBIT SOL/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BYBIT BNB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BYBIT BNB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BYBIT XRP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BYBIT XRP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BYBIT DOGE/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BYBIT DOGE/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BYBIT ADA/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BYBIT ADA/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BYBIT OP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BYBIT OP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size BYBIT ARB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size BYBIT ARB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KRAKEN BTC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KRAKEN BTC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KRAKEN ETH/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KRAKEN ETH/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KRAKEN MATIC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KRAKEN MATIC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KRAKEN SOL/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KRAKEN SOL/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KRAKEN BNB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KRAKEN BNB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KRAKEN XRP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KRAKEN XRP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KRAKEN DOGE/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KRAKEN DOGE/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KRAKEN ADA/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KRAKEN ADA/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KRAKEN OP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KRAKEN OP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KRAKEN ARB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KRAKEN ARB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size COINBASE BTC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size COINBASE BTC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size COINBASE ETH/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size COINBASE ETH/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
